Freq (GHz),s11dB,s11phs,s21db,s21phs
17.606,-0.072952381,2.715627201,-16.6036137,-92.14303736
17.625,-0.100890608,1.432383451,-11.72680016,-99.13865493
17.644,-0.141984213,-0.100289018,-3.763865374,-124.2838775
17.663,-0.20733663,-2.045380433,-2.828890449,138.6699652
17.682,-0.322773952,-4.70112316,-9.647478568,112.0778038
17.701,-0.558902434,-8.372467241,-13.29692122,104.8534523
17.72,-1.150372288,-8.534495993,-15.60490384,101.2926819
17.739,-2.824218482,13.83231034,-17.22643855,98.99910097
17.758,-3.131546725,14.24390304,-18.4375981,97.28728812
17.777,-1.125059385,10.07580264,-19.37845774,95.88950223
17.796,-0.44712726,7.158023984,-20.12931443,94.68004381
17.815,-0.21520053,5.078879295,-20.7402518,93.59224042
17.834,-0.117446226,3.470517909,-21.2444923,92.58750854
17.853,-0.069676149,2.14029278,-21.66512999,91.64201037
17.872,-0.043971643,0.985208845,-22.01881977,90.74024903
17.891,-0.029274859,-0.053379522,-22.31793414,89.87173112
17.9,-0.024599454,-0.515455265,-22.44336914,89.46972953
17.91,-0.020582713,-1.010942781,-22.57189128,89.0291106
17.929,-0.015392013,-1.910072526,-22.78800835,88.20710032
17.948,-0.012348573,-2.76579613,-22.97206962,87.40180504
17.967,-0.010672654,-3.588481729,-23.12871621,86.61029723
17.986,-0.009891759,-4.38550872,-23.26172046,85.83033859
18.005,-0.009707026,-5.162271621,-23.37418348,85.06019211
18.024,-0.00992233,-5.922806799,-23.46868011,84.29849218
18.043,-0.010404724,-6.670196955,-23.54736728,83.54415282
18.062,-0.011061413,-7.406839855,-23.61206614,82.79630171
18.081,-0.011825855,-8.134631512,-23.66432524,82.05423187
18.1,-0.012649103,-8.855093899,-23.70546973,81.31736573
18.119,-0.013494248,-9.569465829,-23.73664008,80.58522812
18.138,-0.014332787,-10.27876878,-23.75882289,79.8574256
18.157,-0.01514217,-10.98385542,-23.77287566,79.13363054
18.176,-0.015904133,-11.68544583,-23.77954678,78.41356866
18.195,-0.016603535,-12.38415498,-23.7794919,77.69700926
18.214,-0.017227533,-13.08051384,-23.77328735,76.9837574
18.233,-0.017764995,-13.77498576,-23.7614413,76.27364766
18.252,-0.018206072,-14.46797928,-23.74440301,75.56653906
18.271,-0.018541883,-15.15985833,-23.72257054,74.86231096
18.29,-0.01876428,-15.85095043,-23.69629737,74.16085966
18.3,-0.018833195,-16.21446873,-23.68079348,73.7927593
18.309,-0.018865682,-16.54155321,-23.66589785,73.46209557
18.328,-0.018838935,-17.23193984,-23.63165194,72.76594092
18.347,-0.01867722,-17.92236339,-23.59380923,72.07232777
18.366,-0.018373976,-18.61306055,-23.55259233,71.38119635
18.385,-0.017922844,-19.30425464,-23.5081999,70.69249369
18.404,-0.017317625,-19.99615819,-23.46080916,70.00617236
18.423,-0.01655225,-20.68897516,-23.4105781,69.3221895
18.442,-0.015620754,-21.38290279,-23.35764744,68.64050585
18.461,-0.014517265,-22.07813325,-23.30214227,67.96108501
18.48,-0.013235991,-22.77485501,-23.24417353,67.28389272
18.499,-0.011771217,-23.47325415,-23.18383927,66.60889628
18.518,-0.010117306,-24.1735154,-23.1212258,65.93606393
18.537,-0.008268698,-24.8758232,-23.05640866,65.26536444
18.556,-0.006219921,-25.58036255,-22.98945347,64.59676656
18.575,-0.003965599,-26.28731988,-22.9204167,63.93023869
18.594,-0.001500465,-26.99688379,-22.84934635,63.26574841
18.613,3.85731E-15,-27.70924577,-22.77628249,62.60326217
18.632,1.92865E-14,-28.42460087,-22.70125784,61.94274492
18.651,3.08585E-14,-29.14314839,-22.62429817,61.28415975
18.67,-9.64327E-16,-29.86509242,-22.54542271,60.6274676
18.689,1.15719E-14,-30.59064255,-22.4646445,59.9726269
18.708,-1.06076E-14,-31.32001436,-22.38197064,59.3195933
18.727,2.31439E-14,-32.05343008,-22.29740262,58.66831928
18.746,2.31439E-14,-32.79111914,-22.21093645,58.01875385
18.765,3.85731E-15,-33.53331877,-22.1225629,57.37084223
18.784,1.92865E-14,-34.28027456,-22.03226762,56.72452547
18.803,3.85731E-15,-35.03224109,-21.94003123,56.07974011
18.822,-6.75029E-15,-35.7894825,-21.84582944,55.43641777
18.841,-1.25363E-14,-36.55227311,-21.74963309,54.79448476
18.86,-1.73579E-14,-37.32089809,-21.65140818,54.15386162
18.879,0,-38.09565401,-21.55111586,53.51446271
18.898,-1.83222E-14,-38.87684958,-21.44871243,52.87619565
18.917,3.47158E-14,-39.66480629,-21.34414924,52.23896079
18.936,-6.75029E-15,-40.4598591,-21.23737267,51.60265068
18.955,-1.15719E-14,-41.26235713,-21.128324,50.96714933
18.974,1.92865E-14,-42.07266441,-21.01693927,50.33233159
18.993,-1.06076E-14,-42.89116061,-20.90314912,49.69806237
19.012,5.78596E-15,-43.71824179,-20.78687863,49.06419574
19.031,1.15719E-14,-44.55432115,-20.66804707,48.43057407
19.05,-3.66444E-14,-45.39982985,-20.54656764,47.79702695
19.069,2.70012E-14,-46.25521776,-20.42234722,47.16337006
19.088,7.71462E-15,-47.12095425,-20.29528602,46.5294039
19.107,-4.14661E-14,-47.99752897,-20.16527718,45.89491238
19.126,2.12152E-14,-48.88545264,-20.03220642,45.2596612
19.145,-3.56801E-14,-49.78525776,-19.89595154,44.62339614
19.164,3.08585E-14,-50.69749939,-19.7563819,43.98584102
19.183,-2.79655E-14,-51.62275577,-19.61335787,43.34669547
19.202,-3.56801E-14,-52.56162895,-19.46673015,42.70563243
19.221,-3.27871E-14,-53.51474537,-19.31633911,42.06229525
19.24,3.66444E-14,-54.48275626,-19.16201393,41.41629451
19.259,7.71462E-15,-55.46633796,-19.00357177,40.76720431
19.278,-5.0145E-14,-56.46619211,-18.84081673,40.11455806
19.297,-2.89298E-14,-57.48304563,-18.67353879,39.45784372
19.316,-6.75029E-15,-58.51765043,-18.50151254,38.79649831
19.335,3.85731E-14,-59.57078294,-18.32449579,38.12990155
19.354,3.27871E-14,-60.64324321,-18.14222806,37.45736863
19.373,9.64327E-15,-61.73585374,-17.9544288,36.77814172
19.392,1.15719E-14,-62.84945773,-17.76079543,36.0913802
19.411,3.08585E-14,-63.98491692,-17.56100116,35.39614924
19.43,9.64327E-15,-65.14310871,-17.35469246,34.69140643
19.449,-5.20737E-14,-66.32492266,-17.14148626,33.97598607
19.468,3.85731E-15,-67.53125612,-16.92096676,33.24858063
19.487,1.73579E-14,-68.76300899,-16.69268176,32.50771883
19.506,-2.60368E-14,-70.02107732,-16.45613855,31.75173944
19.525,-2.31439E-14,-71.3063459,-16.21079921,30.97876006
19.544,1.92865E-14,-72.61967941,-15.95607519,30.18663949
19.563,4.62877E-14,-73.9619122,-15.69132113,29.37293222
19.582,-3.27871E-14,-75.33383645,-15.41582785,28.53483321
19.601,2.31439E-14,-76.7361887,-15.12881416,27.66911021
19.62,0,-78.16963452,-14.82941762,26.77202051
19.639,1.54292E-14,-79.63475133,-14.51668381,25.83920782
19.658,1.54292E-14,-81.13200926,-14.18955414,24.86557349
19.677,0,-82.6617501,-13.84685187,23.84511478
19.696,-1.54292E-14,-84.22416438,-13.48726629,22.77071978
19.715,-0.053252186,-85.81926662,-13.10933504,21.63390575
19.734,-0.118810333,-87.44686915,-12.71142457,20.424482
19.753,-0.193266312,-89.10655466,-12.29170932,19.13011207
19.772,-0.277389216,-90.79764799,-11.84815087,17.73574007
19.791,-0.371972297,-92.51918764,-11.37847914,16.22283231
19.81,-0.477825787,-94.26989779,-10.88018047,14.56836648
19.829,-0.595768305,-96.04816147,-10.35050087,12.74347386
19.848,-0.726616889,-97.85199582,-9.786480066,10.71160507
19.867,-0.871175825,-99.67903034,-9.185044573,8.426045292
19.886,-1.030224518,-101.5264891,-8.543211105,5.826558876
19.905,-1.204504731,-103.3911779,-7.858492707,2.834921803
19.924,-1.394707633,-105.2694766,-7.129672034,-0.650818132
19.943,-1.601461117,-107.1573384,-6.358226312,-4.763118883
19.962,-1.825317904,-109.0502947,-5.550864922,-9.671312156
19.981,-2.066744914,-110.9434676,-4.723814913,-15.58301478
20,-2.326114351,-112.8315873,-3.909352089,-22.72939164
